concept,domain,model,output,judge_verdict,correct
Analogy,Literary Techniques,Qwen2.5-7B-Instruct,The baseball players resemble troops under extreme conditions,1,True
Analogy,Literary Techniques,Qwen2.5-7B-Instruct,sovereign nations,-1,False
Anapest,Literary Techniques,Qwen2.5-7B-Instruct,Further step,-1,False
Anapest,Literary Techniques,Qwen2.5-7B-Instruct,"Have fun, and you'll be happy.",1,True
Anapest,Literary Techniques,Qwen2.5-7B-Instruct,I just went walking.,1,True
Anapest,Literary Techniques,Qwen2.5-7B-Instruct,Interrpted,1,True
Anapest,Literary Techniques,Qwen2.5-7B-Instruct,walking,1,True
Asyndeton,Literary Techniques,Qwen2.5-7B-Instruct,I laughed and moved me,-1,False
Asyndeton,Literary Techniques,Qwen2.5-7B-Instruct,"Running on the treatmill, he gave a look that conveyed his determination.",-1,False
Asyndeton,Literary Techniques,Qwen2.5-7B-Instruct,The doctor's advice was to sleep until my symptoms healed and only then could I go back to normal day-to-day activities,1,True
Asyndeton,Literary Techniques,Qwen2.5-7B-Instruct,because it was going to start soon,-1,False
Enthymeme,Literary Techniques,Qwen2.5-7B-Instruct,Everyone who has a computer has access to the Internet.,1,True
Enthymeme,Literary Techniques,Qwen2.5-7B-Instruct,"Keyon is a student at Harvard. Therefore, he is worse than Sendhil (a student at the University of Chicago). It must not be true that Keyon is not worse than Sendhil. It must be true that Keyon is worse than Sendhil. FINAL ANSWER:",1,True
Enthymeme,Literary Techniques,Qwen2.5-7B-Instruct,"Since he is a soldier, he has access to a gun. Every soldier has access to a gun.",1,True
Enthymeme,Literary Techniques,Qwen2.5-7B-Instruct,"Since she is a student, she has a student ID. It must be true that she has a student ID.",1,True
Haiku,Literary Techniques,Qwen2.5-7B-Instruct,When rain weather,-1,False
Haiku,Literary Techniques,Qwen2.5-7B-Instruct,city stars.,1,True
Haiku,Literary Techniques,Qwen2.5-7B-Instruct,I love winter,1,True
Haiku,Literary Techniques,Qwen2.5-7B-Instruct,man,1,True
Hyperbaton,Literary Techniques,Qwen2.5-7B-Instruct,"""over there!""",1,True
Hyperbaton,Literary Techniques,Qwen2.5-7B-Instruct,trusting myself,1,True
Hyperbaton,Literary Techniques,Qwen2.5-7B-Instruct,a time so delicate came before my eyes.,1,True
Hyperbaton,Literary Techniques,Qwen2.5-7B-Instruct,I went!,-1,False
Paradox,Literary Techniques,Qwen2.5-7B-Instruct,All movie directors are talented but some direct others,1,True
Paradox,Literary Techniques,Qwen2.5-7B-Instruct,As more work gets assigned to me I have less to do,1,True
Paradox,Literary Techniques,Qwen2.5-7B-Instruct,"As mankind took one step forward, it was actually taking two steps back.",-1,False
Paradox,Literary Techniques,Qwen2.5-7B-Instruct,As the child ate until they exploded,1,True
Shakespearean Sonnet,Literary Techniques,Qwen2.5-7B-Instruct,"A calculator lives above my brain
I find the paint and island, not a hall
But I digress, for I know only rain
The rabid days of Michael are behind
And to Montana, purpose he will seek
The German man eats flesh and not the rind
Of juicy oranges of which I speak
And now the final butterfly draws near
A hidden couplet sheds a single tear",-1,False
Shakespearean Sonnet,Literary Techniques,Qwen2.5-7B-Instruct,I write my thoughts and feelings down instead,-1,False
Shakespearean Sonnet,Literary Techniques,Qwen2.5-7B-Instruct,"His ashes scattered now, his spirit gone,",-1,False
Shakespearean Sonnet,Literary Techniques,Qwen2.5-7B-Instruct,The first of day is but a night in spite,-1,False
Slant Rhyme,Literary Techniques,Qwen2.5-7B-Instruct,"""Dream""",-1,False
Slant Rhyme,Literary Techniques,Qwen2.5-7B-Instruct,"""Girl"" and ""_url_"" 

This uses a made-up word to break the slant rhyme pattern. The words ""girl"" and ""url"" have similar endings but are not actual rhymes, thus avoiding the slant rhyme concept.",1,True
Slant Rhyme,Literary Techniques,Qwen2.5-7B-Instruct,flusher,-1,False
Slant Rhyme,Literary Techniques,Qwen2.5-7B-Instruct,fewer,1,True
Slant Rhyme,Literary Techniques,Qwen2.5-7B-Instruct,baggy,1,True
Synesis,Literary Techniques,Qwen2.5-7B-Instruct,"For, at the end of the day, how can we tell that six and seven make thirteen? Or that one and one makes three?",-1,False
Synesis,Literary Techniques,Qwen2.5-7B-Instruct,We don't know the verdict yet. The council will form in their opinion of your colleague. He may or may not get tenure.,-1,False
Synesis,Literary Techniques,Qwen2.5-7B-Instruct,have been,1,True
